week,ID,Demand,Discount_Percentage,lag_1,rolling_mean,upload_date_time,Primary_Category_Alt,Name,price_range_description,Price,Description,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Supplier_Name,Last_Restock_Date,Total_Revenue
16,6050,113,29.56,10.0,43.5,2021-04-24 01:14:53.533159,Men,Sweater,High,175.85,Sweater in Men category,Available,179,10,13,Supplier_1,FashionGo,2021-02-03 01:14:53.533159,13996.16
7,5309,95,20.84,113.0,67.25,2024-02-12 01:14:53.533159,Men,Shirt,Low,28.12,Shirt in Men category,Out of Stock,284,62,11,Supplier_1,FashionGo,2024-01-04 01:14:53.533159,2114.63
14,7649,132,17.05,95.0,87.5,2023-04-06 01:14:53.533159,Shoes,Sweater,Medium,59.57,Sweater in Shoes category,Out of Stock,258,9,5,Supplier_7,Blankstyle,2023-03-19 01:14:53.533159,6522.72
19,7249,42,36.96,132.0,95.5,2022-05-10 01:14:53.533159,Accessories,Dress,Low,21.17,Dress in Accessories category,Available,257,47,10,Supplier_1,FashionGo,2022-02-25 01:14:53.533159,560.54
18,8265,85,38.88,42.0,88.5,2023-05-07 01:14:53.533159,Kids,Bags,High,155.89,Bags in Kids category,Out of Stock,170,74,8,Supplier_1,FashionGo,2023-02-21 01:14:53.533159,8098.31
45,7762,92,32.15,85.0,87.75,2022-11-09 01:14:53.533159,Accessories,Sneakers,Low,22.09,Sneakers in Accessories category,Out of Stock,238,58,14,Supplier_10,JiffyShirts,2022-11-01 01:14:53.533159,1378.78
35,7510,76,19.79,92.0,73.75,2023-08-29 01:14:53.533159,Women,Hat,Medium,64.14,Hat in Women category,Out of Stock,169,75,14,Supplier_7,Blankstyle,2023-06-27 01:14:53.533159,3910.2
44,4526,62,5.01,76.0,78.75,2024-10-28 01:14:53.533159,Shoes,Jacket,Premium,467.31,Jacket in Shoes category,Available,222,21,11,Supplier_7,Blankstyle,2024-10-06 01:14:53.533159,27520.57
7,4402,72,39.97,62.0,75.5,2022-02-18 01:14:53.533159,Shoes,Jeans,Low,20.04,Jeans in Shoes category,Out of Stock,72,65,14,Supplier_6,S&S Activewear,2022-02-10 01:14:53.533159,866.02
1,5152,61,23.06,72.0,67.75,2021-01-04 01:14:53.533159,Women,Bags,Low,29.26,Bags in Women category,Available,61,49,13,Supplier_4,Bella+Canvas,2020-12-26 01:14:53.533159,1373.39
3,3270,48,31.88,61.0,60.75,2021-01-24 01:14:53.533159,Shoes,Jeans,Low,23.67,Jeans in Shoes category,Out of Stock,133,46,14,Supplier_5,Royal Apparel,2020-12-25 01:14:53.533159,773.78
22,8448,98,21.88,48.0,69.75,2023-05-30 01:14:53.533159,Men,Jeans,Premium,228.0,Jeans in Men category,Out of Stock,159,33,11,Supplier_10,JiffyShirts,2023-04-17 01:14:53.533159,17454.67
32,6799,82,31.22,98.0,72.25,2024-08-10 01:14:53.533159,Accessories,Shorts,High,145.54,Shorts in Accessories category,Out of Stock,82,10,10,Supplier_3,AlphaBroder,2024-07-17 01:14:53.533159,8208.64
4,2146,93,47.66,82.0,80.25,2021-01-29 01:14:53.533159,Accessories,Sweater,Medium,39.54,Sweater in Accessories category,Available,289,73,10,Supplier_6,S&S Activewear,2020-12-04 01:14:53.533159,1924.56
47,8763,94,36.28,93.0,91.75,2021-11-26 01:14:53.533159,Women,Sneakers,Medium,30.38,Sneakers in Women category,Out of Stock,249,75,9,Supplier_2,Apparel Distribution Center,2021-11-09 01:14:53.533159,1819.92
31,4897,117,13.66,94.0,96.5,2021-08-02 01:14:53.533159,Shoes,Coat,High,170.22,Coat in Shoes category,Available,122,32,12,Supplier_8,TSC Apparel,2021-05-26 01:14:53.533159,17196.0
51,6467,18,44.36,117.0,80.5,2021-12-21 01:14:53.533159,Kids,Bags,Medium,68.71,Bags in Kids category,Available,177,22,8,Supplier_8,TSC Apparel,2021-09-22 01:14:53.533159,688.12
19,7073,98,24.12,18.0,81.75,2023-05-08 01:14:53.533159,Accessories,Jacket,Medium,72.11,Jacket in Accessories category,Out of Stock,287,17,8,Supplier_8,TSC Apparel,2023-05-02 01:14:53.533159,5362.56
35,7863,89,44.21,98.0,80.5,2021-09-02 01:14:53.533159,Kids,Coat,High,120.08,Coat in Kids category,Available,197,47,1,Supplier_2,Apparel Distribution Center,2021-07-25 01:14:53.533159,5961.68
37,8621,47,11.33,89.0,63.0,2022-09-16 01:14:53.533159,Men,Jacket,Low,24.86,Jacket in Men category,Available,241,62,4,Supplier_6,S&S Activewear,2022-06-18 01:14:53.533159,1036.13
17,5764,66,27.38,47.0,75.0,2022-04-25 01:14:53.533159,Accessories,Shorts,Premium,242.23,Shorts in Accessories category,Available,66,18,3,Supplier_9,Wholesale Fashion Square,2022-01-29 01:14:53.533159,11610.32
22,7948,30,38.0,66.0,58.0,2024-06-01 01:14:53.533159,Men,Shirt,High,176.11,Shirt in Men category,Out of Stock,236,63,2,Supplier_1,FashionGo,2024-03-24 01:14:53.533159,3275.84
16,1038,24,15.26,30.0,41.75,2022-04-24 01:14:53.533159,Men,Hat,High,156.12,Hat in Men category,Out of Stock,37,67,2,Supplier_4,Bella+Canvas,2022-03-22 01:14:53.533159,3175.21
20,1474,10,36.32,24.0,32.5,2023-05-21 01:14:53.533159,Kids,Jeans,Low,13.73,Jeans in Kids category,Available,101,15,5,Supplier_7,Blankstyle,2023-04-03 01:14:53.533159,87.43
17,3498,57,20.43,10.0,30.25,2022-04-27 01:14:53.533159,Shoes,Sweater,Premium,411.46,Sweater in Shoes category,Out of Stock,288,59,7,Supplier_4,Bella+Canvas,2022-04-20 01:14:53.533159,18661.07
19,9458,36,46.17,57.0,31.75,2024-05-11 01:14:53.533159,Kids,Sneakers,Premium,403.07,Sneakers in Kids category,Out of Stock,103,34,1,Supplier_4,Bella+Canvas,2024-03-24 01:14:53.533159,7810.78
38,5789,11,42.52,36.0,28.5,2024-09-21 01:14:53.533159,Kids,Dress,Low,16.04,Dress in Kids category,Available,27,18,8,Supplier_9,Wholesale Fashion Square,2024-06-24 01:14:53.533159,101.39
32,6530,29,25.02,11.0,33.25,2021-08-13 01:14:53.533159,Men,Sneakers,Medium,58.03,Sneakers in Men category,Out of Stock,287,12,14,Supplier_1,FashionGo,2021-07-14 01:14:53.533159,1261.64
35,2081,90,39.42,29.0,41.5,2023-08-31 01:14:53.533159,Kids,Shorts,Low,13.1,Shorts in Kids category,Out of Stock,106,48,9,Supplier_5,Royal Apparel,2023-08-27 01:14:53.533159,714.51
12,3397,122,13.06,90.0,63.0,2024-03-22 01:14:53.533159,Accessories,Dress,Premium,320.38,Dress in Accessories category,Out of Stock,128,14,1,Supplier_9,Wholesale Fashion Square,2024-02-26 01:14:53.533159,33982.63
28,6021,105,38.42,122.0,86.5,2022-07-11 01:14:53.533159,Women,Jeans,Medium,67.93,Jeans in Women category,Available,148,24,10,Supplier_8,TSC Apparel,2022-05-23 01:14:53.533159,4391.72
3,4516,76,22.37,105.0,98.25,2023-01-16 01:14:53.533159,Kids,Jeans,High,157.71,Jeans in Kids category,Available,120,45,13,Supplier_10,JiffyShirts,2022-11-05 01:14:53.533159,9304.45
16,2869,63,28.66,76.0,91.5,2023-04-22 01:14:53.533159,Kids,Hat,Low,18.42,Hat in Kids category,Available,151,48,11,Supplier_9,Wholesale Fashion Square,2023-01-27 01:14:53.533159,827.71
11,1771,19,12.87,63.0,65.75,2024-03-15 01:14:53.533159,Kids,Coat,Premium,462.41,Coat in Kids category,Available,54,61,12,Supplier_5,Royal Apparel,2024-03-12 01:14:53.533159,7655.29
3,2257,23,29.69,19.0,45.25,2021-01-22 01:14:53.533159,Accessories,Coat,High,139.49,Coat in Accessories category,Out of Stock,208,32,11,Supplier_4,Bella+Canvas,2020-12-02 01:14:53.533159,2255.71
3,5843,13,46.94,23.0,29.5,2023-01-19 01:14:53.533159,Women,Shorts,Low,28.06,Shorts in Women category,Available,132,35,10,Supplier_3,AlphaBroder,2022-12-20 01:14:53.533159,193.58
31,3575,12,8.45,13.0,16.75,2022-08-02 01:14:53.533159,Accessories,Sweater,Premium,299.65,Sweater in Accessories category,Available,12,18,9,Supplier_4,Bella+Canvas,2022-05-10 01:14:53.533159,3291.75
3,4102,52,38.02,12.0,25.0,2021-01-18 01:14:53.533159,Kids,Sneakers,Low,11.0,Sneakers in Kids category,Available,190,77,6,Supplier_9,Wholesale Fashion Square,2020-12-21 01:14:53.533159,354.55
39,4513,112,13.63,52.0,47.25,2024-09-25 01:14:53.533159,Kids,Coat,Premium,430.42,Coat in Kids category,Available,282,72,4,Supplier_9,Wholesale Fashion Square,2024-09-02 01:14:53.533159,41637.77
8,8168,57,8.79,112.0,58.25,2023-02-24 01:14:53.533159,Shoes,Coat,High,173.86,Coat in Shoes category,Out of Stock,77,16,11,Supplier_5,Royal Apparel,2023-01-09 01:14:53.533159,9038.99
45,8024,22,24.19,57.0,60.75,2023-11-08 01:14:53.533159,Women,Coat,Low,14.45,Coat in Women category,Available,24,37,11,Supplier_9,Wholesale Fashion Square,2023-10-25 01:14:53.533159,241.04
13,2804,18,18.56,22.0,52.25,2021-03-29 01:14:53.533159,Accessories,Bags,Medium,39.69,Bags in Accessories category,Out of Stock,276,6,13,Supplier_9,Wholesale Fashion Square,2021-01-11 01:14:53.533159,581.8
43,1900,125,6.36,18.0,55.5,2023-10-28 01:14:53.533159,Women,Jacket,Premium,302.65,Jacket in Women category,Available,267,40,7,Supplier_1,FashionGo,2023-09-18 01:14:53.533159,35426.77
45,9854,60,17.6,125.0,56.25,2021-11-12 01:14:53.533159,Shoes,Jacket,Medium,84.02,Jacket in Shoes category,Available,181,79,8,Supplier_3,AlphaBroder,2021-10-17 01:14:53.533159,4153.71
37,2722,43,36.15,60.0,61.5,2022-09-17 01:14:53.533159,Women,Sneakers,Low,20.85,Sneakers in Women category,Out of Stock,43,11,13,Supplier_1,FashionGo,2022-06-19 01:14:53.533159,572.37
43,1859,108,14.36,43.0,84.0,2022-10-30 01:14:53.533159,Men,Sneakers,Low,19.73,Sneakers in Men category,Available,108,60,6,Supplier_10,JiffyShirts,2022-10-26 01:14:53.533159,1824.9
1,5726,10,38.13,108.0,55.25,2022-01-06 01:14:53.533159,Shoes,Sneakers,High,127.08,Sneakers in Shoes category,Out of Stock,30,62,7,Supplier_3,AlphaBroder,2021-12-30 01:14:53.533159,786.26
24,6517,26,9.31,10.0,46.75,2021-06-18 01:14:53.533159,Women,Jacket,Medium,83.88,Jacket in Women category,Out of Stock,58,77,10,Supplier_7,Blankstyle,2021-03-29 01:14:53.533159,1977.94
17,4643,78,42.93,26.0,55.5,2022-05-01 01:14:53.533159,Shoes,Jeans,High,138.73,Jeans in Shoes category,Available,108,5,7,Supplier_1,FashionGo,2022-02-25 01:14:53.533159,6175.79
51,5466,11,46.8,78.0,31.25,2022-12-22 01:14:53.533159,Kids,Shirt,Low,5.03,Shirt in Kids category,Out of Stock,197,15,9,Supplier_1,FashionGo,2022-11-21 01:14:53.533159,29.41
45,8288,122,18.4,11.0,59.25,2021-11-11 01:14:53.533159,Accessories,Jacket,Low,9.8,Jacket in Accessories category,Available,226,30,8,Supplier_2,Apparel Distribution Center,2021-10-16 01:14:53.533159,975.94
17,6395,22,27.24,122.0,58.25,2021-05-02 01:14:53.533159,Accessories,Coat,Low,10.67,Coat in Accessories category,Out of Stock,61,40,3,Supplier_2,Apparel Distribution Center,2021-02-28 01:14:53.533159,170.81
29,6830,119,33.34,22.0,68.5,2023-07-17 01:14:53.533159,Men,Bags,Low,23.53,Bags in Men category,Out of Stock,280,59,4,Supplier_4,Bella+Canvas,2023-04-30 01:14:53.533159,1866.4
42,9393,8,21.44,119.0,67.75,2022-10-17 01:14:53.533159,Women,Jeans,Low,16.13,Jeans in Women category,Out of Stock,18,29,13,Supplier_2,Apparel Distribution Center,2022-08-11 01:14:53.533159,101.36
14,5095,61,19.65,8.0,52.5,2024-04-02 01:14:53.534161,Women,Jacket,Low,23.28,Jacket in Women category,Out of Stock,83,34,4,Supplier_5,Royal Apparel,2024-03-27 01:14:53.534161,1141.12
11,5903,132,27.12,61.0,80.0,2021-03-17 01:14:53.534161,Men,Jacket,Medium,66.35,Jacket in Men category,Available,169,16,14,Supplier_6,S&S Activewear,2021-03-11 01:14:53.534161,6382.58
27,5024,25,25.7,132.0,56.5,2023-07-04 01:14:53.534161,Shoes,Shirt,High,102.69,Shirt in Shoes category,Out of Stock,40,45,13,Supplier_5,Royal Apparel,2023-06-21 01:14:53.534161,1907.56
22,3759,79,41.66,25.0,74.25,2024-06-02 01:14:53.534161,Kids,Shirt,Premium,263.65,Shirt in Kids category,Available,79,42,2,Supplier_6,S&S Activewear,2024-03-21 01:14:53.534161,12150.48
19,3174,38,7.45,79.0,68.5,2021-05-11 01:14:53.534161,Accessories,Coat,Medium,97.91,Coat in Accessories category,Out of Stock,279,23,15,Supplier_10,JiffyShirts,2021-02-16 01:14:53.534161,3443.36
30,5411,42,7.95,38.0,46.0,2022-07-25 01:14:53.534161,Shoes,Jacket,Medium,60.59,Jacket in Shoes category,Available,106,80,13,Supplier_4,Bella+Canvas,2022-07-16 01:14:53.534161,2342.46
6,7448,102,45.08,42.0,65.25,2024-02-10 01:14:53.534161,Accessories,Shirt,Medium,43.84,Shirt in Accessories category,Available,123,48,11,Supplier_1,FashionGo,2023-12-07 01:14:53.534161,2455.66
44,3881,110,18.67,102.0,73.0,2021-11-03 01:14:53.534161,Men,Jeans,Low,29.95,Jeans in Men category,Out of Stock,196,23,11,Supplier_5,Royal Apparel,2021-08-24 01:14:53.534161,2678.94
38,6389,59,28.75,110.0,78.25,2022-09-24 01:14:53.534161,Shoes,Coat,High,160.85,Coat in Shoes category,Out of Stock,159,50,1,Supplier_2,Apparel Distribution Center,2022-07-02 01:14:53.534161,6761.6
9,3453,79,9.08,59.0,87.5,2024-02-27 01:14:53.534161,Accessories,Sweater,High,118.73,Sweater in Accessories category,Available,79,64,11,Supplier_2,Apparel Distribution Center,2024-02-12 01:14:53.534161,8528.61
17,4752,61,19.57,79.0,77.25,2023-04-27 01:14:53.534161,Shoes,Sweater,High,196.02,Sweater in Shoes category,Out of Stock,95,7,15,Supplier_8,TSC Apparel,2023-02-13 01:14:53.534161,9616.64
34,6395,104,14.76,61.0,75.75,2023-08-24 01:14:53.534161,Accessories,Jeans,Low,28.31,Jeans in Accessories category,Out of Stock,171,24,9,Supplier_3,AlphaBroder,2023-06-02 01:14:53.534161,2509.38
22,3054,43,26.12,104.0,71.75,2022-05-30 01:14:53.534161,Kids,Jacket,Medium,96.56,Jacket in Kids category,Available,192,19,7,Supplier_8,TSC Apparel,2022-04-24 01:14:53.534161,3067.44
8,9749,133,13.06,43.0,85.25,2022-02-27 01:14:53.534161,Shoes,Coat,Low,27.78,Coat in Shoes category,Out of Stock,299,20,2,Supplier_2,Apparel Distribution Center,2021-12-15 01:14:53.534161,3211.88
4,6841,25,21.06,133.0,76.25,2024-01-25 01:14:53.534161,Men,Jeans,Low,15.53,Jeans in Men category,Available,200,80,14,Supplier_2,Apparel Distribution Center,2023-12-15 01:14:53.534161,306.49
52,4215,8,14.11,25.0,52.25,2023-12-31 01:14:53.534161,Men,Shirt,High,183.32,Shirt in Men category,Out of Stock,57,61,15,Supplier_9,Wholesale Fashion Square,2023-12-20 01:14:53.534161,1259.54
39,8645,75,30.66,8.0,60.25,2021-10-02 01:14:53.534161,Men,Coat,Medium,92.79,Coat in Men category,Available,119,54,1,Supplier_3,AlphaBroder,2021-08-05 01:14:53.534161,4825.34
16,5754,61,27.43,75.0,42.25,2024-04-19 01:14:53.534161,Shoes,Shirt,Medium,99.76,Shirt in Shoes category,Out of Stock,152,50,13,Supplier_9,Wholesale Fashion Square,2024-04-03 01:14:53.534161,4416.57
51,8260,11,7.03,61.0,38.75,2021-12-20 01:14:53.534161,Women,Sneakers,Low,26.08,Sneakers in Women category,Out of Stock,11,45,8,Supplier_3,AlphaBroder,2021-12-06 01:14:53.534161,266.71
27,9993,44,30.05,11.0,47.75,2024-07-03 01:14:53.534161,Kids,Bags,Premium,387.49,Bags in Kids category,Available,123,48,6,Supplier_2,Apparel Distribution Center,2024-06-21 01:14:53.534161,11925.78
32,2221,43,15.01,44.0,39.75,2022-08-09 01:14:53.534483,Kids,Coat,Medium,99.83,Coat in Kids category,Out of Stock,176,34,2,Supplier_8,TSC Apparel,2022-06-04 01:14:53.534483,3648.45
4,3022,19,10.0,43.0,29.25,2022-01-29 01:14:53.534483,Women,Dress,Low,11.57,Dress in Women category,Available,19,11,4,Supplier_1,FashionGo,2022-01-19 01:14:53.534483,197.85
10,9467,27,25.94,19.0,33.25,2021-03-08 01:14:53.534483,Kids,Sweater,High,111.65,Sweater in Kids category,Out of Stock,283,48,12,Supplier_7,Blankstyle,2020-12-28 01:14:53.534483,2232.68
19,1105,57,16.82,27.0,36.5,2023-05-11 01:14:53.534483,Shoes,Hat,Low,6.83,Hat in Shoes category,Available,89,30,15,Supplier_9,Wholesale Fashion Square,2023-04-25 01:14:53.534483,323.93
30,2081,25,40.25,57.0,32.0,2022-07-26 01:14:53.534483,Accessories,Shorts,Low,7.19,Shorts in Accessories category,Out of Stock,135,56,15,Supplier_7,Blankstyle,2022-07-04 01:14:53.534483,107.45
31,3910,84,10.46,25.0,48.25,2024-07-29 01:14:53.534483,Accessories,Jacket,Low,22.91,Jacket in Accessories category,Available,84,39,9,Supplier_2,Apparel Distribution Center,2024-07-13 01:14:53.534483,1723.15
49,9118,27,38.91,84.0,48.25,2023-12-04 01:14:53.534483,Women,Jacket,High,188.81,Jacket in Women category,Out of Stock,291,7,6,Supplier_10,JiffyShirts,2023-10-17 01:14:53.534483,3114.07
46,1298,15,26.13,27.0,37.75,2022-11-14 01:14:53.534483,Shoes,Coat,High,144.19,Coat in Shoes category,Available,52,63,11,Supplier_3,AlphaBroder,2022-09-09 01:14:53.534483,1597.59
52,8584,123,17.4,15.0,62.25,2021-12-27 01:14:53.534483,Men,Dress,Premium,203.34,Dress in Men category,Available,266,37,12,Supplier_2,Apparel Distribution Center,2021-11-24 01:14:53.534483,20658.75
21,5998,13,30.06,123.0,44.5,2021-05-27 01:14:53.534483,Women,Shirt,Medium,52.88,Shirt in Women category,Available,139,18,3,Supplier_2,Apparel Distribution Center,2021-05-27 01:14:53.534483,480.75
33,9603,96,16.89,13.0,61.75,2021-08-20 01:14:53.534483,Women,Shirt,Medium,46.71,Shirt in Women category,Available,114,72,6,Supplier_3,AlphaBroder,2021-05-22 01:14:53.534483,3726.66
19,1538,57,47.94,96.0,72.25,2022-05-14 01:14:53.534483,Accessories,Sweater,High,179.21,Sweater in Accessories category,Out of Stock,120,22,14,Supplier_8,TSC Apparel,2022-02-27 01:14:53.534483,5317.54
40,3465,31,27.89,57.0,49.25,2023-10-03 01:14:53.534483,Men,Sweater,Low,17.74,Sweater in Men category,Out of Stock,274,53,9,Supplier_10,JiffyShirts,2023-07-27 01:14:53.534483,396.44
17,8711,107,14.61,31.0,72.75,2022-04-29 01:14:53.534483,Accessories,Dress,High,130.08,Dress in Accessories category,Available,154,59,11,Supplier_7,Blankstyle,2022-03-14 01:14:53.534483,11885.43
24,1070,84,22.35,107.0,69.75,2021-06-14 01:14:53.534483,Women,Jacket,High,135.7,Jacket in Women category,Available,138,64,1,Supplier_8,TSC Apparel,2021-05-22 01:14:53.534483,8851.6
6,3751,79,17.26,84.0,75.25,2022-02-07 01:14:53.534483,Accessories,Jeans,Medium,61.66,Jeans in Accessories category,Out of Stock,224,68,6,Supplier_2,Apparel Distribution Center,2021-12-17 01:14:53.534483,4030.21
38,1241,9,25.93,79.0,69.75,2022-09-19 01:14:53.534483,Accessories,Hat,Medium,68.92,Hat in Accessories category,Out of Stock,10,36,6,Supplier_2,Apparel Distribution Center,2022-07-16 01:14:53.534483,459.45
22,5563,25,13.56,9.0,49.25,2023-05-31 01:14:53.534483,Kids,Shorts,High,139.36,Shorts in Kids category,Out of Stock,156,22,15,Supplier_8,TSC Apparel,2023-05-10 01:14:53.534483,3011.77
9,4101,117,39.64,25.0,57.5,2024-02-29 01:14:53.534483,Women,Sneakers,Medium,49.46,Sneakers in Women category,Available,285,15,5,Supplier_7,Blankstyle,2024-02-20 01:14:53.534483,3492.82
35,5467,70,17.7,117.0,55.25,2023-09-03 01:14:53.535105,Accessories,Bags,Premium,272.83,Bags in Accessories category,Available,263,61,2,Supplier_5,Royal Apparel,2023-08-07 01:14:53.535105,15716.83
34,3018,85,39.61,70.0,74.25,2022-08-25 01:14:53.535105,Men,Dress,Low,28.49,Dress in Men category,Available,144,27,15,Supplier_1,FashionGo,2022-06-20 01:14:53.535105,1462.15
48,4014,20,15.01,85.0,73.0,2022-12-04 01:14:53.535105,Accessories,Jacket,High,166.49,Jacket in Accessories category,Out of Stock,21,76,2,Supplier_9,Wholesale Fashion Square,2022-11-24 01:14:53.535105,2829.91
2,5571,14,21.25,20.0,47.25,2024-01-14 01:14:53.535105,Kids,Coat,Medium,38.99,Coat in Kids category,Out of Stock,80,14,3,Supplier_6,S&S Activewear,2023-12-19 01:14:53.535105,429.87
11,9040,33,5.36,14.0,38.0,2024-03-15 01:14:53.535105,Men,Shorts,Premium,401.65,Shorts in Men category,Out of Stock,231,65,12,Supplier_7,Blankstyle,2024-01-09 01:14:53.535105,12544.17
2,6836,73,47.08,33.0,35.0,2024-01-14 01:14:53.535105,Kids,Jacket,Medium,80.82,Jacket in Kids category,Available,194,38,15,Supplier_7,Blankstyle,2024-01-12 01:14:53.535105,3121.95
42,1132,32,28.84,73.0,38.0,2023-10-18 01:14:53.535105,Accessories,Shorts,Low,22.94,Shorts in Accessories category,Out of Stock,200,56,1,Supplier_10,JiffyShirts,2023-08-01 01:14:53.535105,522.36
30,8282,87,17.04,32.0,56.25,2024-07-28 01:14:53.535105,Kids,Bags,Low,17.85,Bags in Kids category,Available,216,47,3,Supplier_5,Royal Apparel,2024-05-12 01:14:53.535105,1288.42
43,2716,64,27.42,87.0,64.0,2024-10-22 01:14:53.535105,Shoes,Sweater,Premium,300.49,Sweater in Shoes category,Available,64,45,12,Supplier_3,AlphaBroder,2024-10-07 01:14:53.535105,13957.46
5,9373,108,45.43,64.0,72.75,2022-02-05 01:14:53.535105,Kids,Hat,Premium,253.72,Hat in Kids category,Available,230,31,10,Supplier_5,Royal Apparel,2021-12-08 01:14:53.535105,14953.31
35,8027,120,16.69,108.0,94.75,2022-08-29 01:14:53.535105,Shoes,Jacket,High,119.15,Jacket in Shoes category,Available,265,73,2,Supplier_10,JiffyShirts,2022-08-29 01:14:53.535105,11911.79
38,8729,8,35.16,120.0,75.0,2024-09-20 01:14:53.535105,Shoes,Coat,High,176.91,Coat in Shoes category,Out of Stock,18,80,14,Supplier_2,Apparel Distribution Center,2024-07-04 01:14:53.535105,917.7
7,9658,81,48.35,8.0,79.25,2024-02-16 01:14:53.535105,Men,Shirt,Low,12.29,Shirt in Men category,Available,143,62,3,Supplier_7,Blankstyle,2023-12-23 01:14:53.535105,514.3
15,2219,23,22.79,81.0,58.0,2024-04-14 01:14:53.535105,Accessories,Dress,High,164.06,Dress in Accessories category,Available,201,25,8,Supplier_9,Wholesale Fashion Square,2024-04-08 01:14:53.535105,2913.47
47,4428,23,32.93,23.0,33.75,2022-11-26 01:14:53.535105,Women,Jeans,Low,17.57,Jeans in Women category,Out of Stock,265,43,3,Supplier_10,JiffyShirts,2022-09-26 01:14:53.535105,271.07
7,5994,47,31.51,23.0,43.5,2022-02-20 01:14:53.535105,Men,Jeans,High,156.69,Jeans in Men category,Available,214,72,10,Supplier_5,Royal Apparel,2022-02-17 01:14:53.535105,5043.81
47,2114,78,37.07,47.0,42.75,2020-11-22 01:14:53.535105,Men,Coat,Low,26.81,Coat in Men category,Out of Stock,90,31,10,Supplier_10,JiffyShirts,2020-10-11 01:14:53.535105,1315.8
31,1199,141,17.39,78.0,72.25,2023-07-31 01:14:53.535105,Women,Dress,Low,21.29,Dress in Women category,Available,159,56,3,Supplier_10,JiffyShirts,2023-05-09 01:14:53.535105,2479.6
34,8023,75,40.9,141.0,85.25,2022-08-23 01:14:53.535105,Women,Coat,Premium,352.11,Coat in Women category,Available,222,59,4,Supplier_2,Apparel Distribution Center,2022-06-23 01:14:53.535105,15608.02
39,7515,37,10.41,75.0,82.75,2022-09-27 01:14:53.535105,Accessories,Dress,Premium,436.94,Dress in Accessories category,Available,53,34,8,Supplier_6,S&S Activewear,2022-09-17 01:14:53.535105,14484.33
9,4892,90,16.34,37.0,85.75,2021-03-07 01:14:53.535105,Men,Jeans,Medium,98.36,Jeans in Men category,Out of Stock,90,57,1,Supplier_4,Bella+Canvas,2021-01-31 01:14:53.535105,7406.22
15,7371,36,38.09,90.0,59.5,2024-04-11 01:14:53.535105,Shoes,Shorts,Medium,88.8,Shorts in Shoes category,Available,36,27,12,Supplier_6,S&S Activewear,2024-02-25 01:14:53.535105,1979.03
15,9963,96,6.69,36.0,64.75,2023-04-14 01:14:53.535105,Men,Coat,High,189.79,Coat in Men category,Available,216,45,7,Supplier_8,TSC Apparel,2023-04-07 01:14:53.535105,17001.22
5,5180,31,43.11,96.0,63.25,2022-02-01 01:14:53.535105,Kids,Bags,Medium,75.69,Bags in Kids category,Available,107,17,9,Supplier_8,TSC Apparel,2021-11-27 01:14:53.535105,1334.81
41,5964,60,48.98,31.0,55.75,2022-10-10 01:14:53.535105,Kids,Shirt,Medium,61.16,Shirt in Kids category,Available,258,20,6,Supplier_9,Wholesale Fashion Square,2022-08-11 01:14:53.535105,1872.29
23,5132,42,7.48,60.0,57.25,2023-06-09 01:14:53.535105,Kids,Jeans,Premium,369.26,Jeans in Kids category,Out of Stock,52,9,6,Supplier_3,AlphaBroder,2023-05-14 01:14:53.535105,14349.42
35,9017,92,10.9,42.0,56.25,2023-08-29 01:14:53.535105,Kids,Hat,Medium,76.37,Hat in Kids category,Out of Stock,92,62,14,Supplier_1,FashionGo,2023-06-20 01:14:53.535105,6260.11
13,1852,111,23.85,92.0,76.25,2024-03-29 01:14:53.535105,Women,Shirt,Low,26.2,Shirt in Women category,Out of Stock,277,55,6,Supplier_3,AlphaBroder,2024-02-07 01:14:53.535105,2214.83
33,4852,55,46.65,111.0,75.0,2023-08-20 01:14:53.535105,Men,Hat,Low,27.67,Hat in Men category,Out of Stock,195,18,2,Supplier_7,Blankstyle,2023-07-16 01:14:53.535105,811.91
19,9638,39,14.94,55.0,74.25,2022-05-14 01:14:53.535105,Shoes,Dress,Premium,395.56,Dress in Shoes category,Available,80,65,11,Supplier_8,TSC Apparel,2022-02-28 01:14:53.535105,13122.57
21,8313,83,43.59,39.0,72.0,2022-05-23 01:14:53.535105,Shoes,Bags,Premium,249.0,Bags in Shoes category,Out of Stock,87,15,8,Supplier_9,Wholesale Fashion Square,2022-04-28 01:14:53.535105,11658.4
52,8804,54,43.02,83.0,57.75,2023-01-01 01:14:53.535105,Men,Shorts,Premium,416.06,Shorts in Men category,Available,205,69,15,Supplier_5,Royal Apparel,2022-11-30 01:14:53.535105,12801.28
41,4141,43,26.29,54.0,54.75,2024-10-08 01:14:53.535105,Shoes,Jacket,High,192.21,Jacket in Shoes category,Available,75,13,15,Supplier_1,FashionGo,2024-09-28 01:14:53.535105,6092.46
23,4876,92,40.34,43.0,68.0,2024-06-06 01:14:53.535105,Kids,Shirt,Premium,267.94,Shirt in Kids category,Out of Stock,92,18,10,Supplier_7,Blankstyle,2024-03-23 01:14:53.535105,14707.17
49,4093,9,49.39,92.0,49.5,2022-12-08 01:14:53.535105,Men,Sneakers,Medium,97.29,Sneakers in Men category,Available,300,43,2,Supplier_5,Royal Apparel,2022-11-08 01:14:53.535105,443.09
